QDM Type,Data Element Valueset,Attribute,Attribute Valueset,Measure
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,relevantPeriod,,CMS136v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1022,relevantPeriod,,CMS136v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1024,relevantPeriod,,CMS136v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1031,relevantPeriod,,CMS136v8
QDM::MedicationDispensed,2.16.840.1.113883.3.464.1003.196.12.1171,authorDatetime,,CMS136v8
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.114.12.1011,prevalencePeriod,,CMS136v8
QDM::MedicationActive,2.16.840.1.113883.3.464.1003.196.12.1171,relevantPeriod,,CMS136v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1060,principalDiagnosis,2.16.840.1.113883.3.464.1003.105.12.1004,CMS136v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1060,principalDiagnosis,2.16.840.1.113883.3.464.1003.105.12.1004,CMS136v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1026,relevantPeriod,,CMS136v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1060,principalDiagnosis,,CMS136v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1027,relevantPeriod,,CMS136v8
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1492,relevantPeriod,,CMS136v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1039,relevantPeriod,,CMS136v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1060,principalDiagnosis,2.16.840.1.113883.3.464.1003.106.12.1004,CMS136v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1060,principalDiagnosis,2.16.840.1.113883.3.464.1003.106.12.1004,CMS136v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1054,relevantPeriod,,CMS136v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1053,relevantPeriod,,CMS136v8
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,principalDiagnosis,,CMS136v8
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,,CMS136v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1061,relevantPeriod,,CMS146v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1001,authorDatetime,,CMS146v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.102.12.1011,prevalencePeriod,,CMS146v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.198.12.1012,result,,CMS146v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.198.12.1012,relevantPeriod,,CMS146v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.102.12.1012,prevalencePeriod,,CMS146v7
QDM::MedicationActive,2.16.840.1.113883.3.464.1003.196.12.1001,relevantPeriod,,CMS146v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.198.12.1012,result,2.16.840.1.113883.3.464.1003.198.12.1012,CMS146v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428361000124107,CMS146v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS146v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428371000124100,CMS146v7
QDM::InterventionOrder,2.16.840.1.113762.1.4.1108.15,authorDatetime,,CMS146v7
QDM::InterventionPerformed,2.16.840.1.113762.1.4.1108.15,relevantPeriod,,CMS146v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS154v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1002,relevantPeriod,,CMS154v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1010,relevantPeriod,,CMS154v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1022,relevantPeriod,,CMS154v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1024,relevantPeriod,,CMS154v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.102.12.1022,prevalencePeriod,,CMS154v7
QDM::MedicationActive,2.16.840.1.113883.3.464.1003.196.12.1001,relevantPeriod,,CMS154v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.102.12.1017,prevalencePeriod,,CMS154v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1001,authorDatetime,,CMS154v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428361000124107,CMS154v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS154v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428371000124100,CMS154v7
QDM::InterventionOrder,2.16.840.1.113762.1.4.1108.15,authorDatetime,,CMS154v7
QDM::InterventionPerformed,2.16.840.1.113762.1.4.1108.15,relevantPeriod,,CMS154v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS165v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1023,relevantPeriod,,CMS165v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1016,relevantPeriod,,CMS165v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1025,relevantPeriod,,CMS165v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.109.12.1012,relevantPeriod,,CMS165v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.109.12.1011,relevantPeriod,,CMS165v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.109.12.1013,relevantPeriod,,CMS165v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.109.12.1014,relevantPeriod,,CMS165v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.378,prevalencePeriod,,CMS165v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1240,relevantPeriod,,CMS165v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428361000124107,CMS165v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS165v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428371000124100,CMS165v7
QDM::InterventionOrder,2.16.840.1.113762.1.4.1108.15,authorDatetime,,CMS165v7
QDM::InterventionPerformed,2.16.840.1.113762.1.4.1108.15,relevantPeriod,,CMS165v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.104.12.1011,prevalencePeriod,,CMS165v7
QDM::PhysicalExamPerformed,8462-4,result,,CMS165v7
QDM::PhysicalExamPerformed,8462-4,authorDatetime,,CMS165v7
QDM::PhysicalExamPerformed,8480-6,result,,CMS165v7
QDM::PhysicalExamPerformed,8480-6,authorDatetime,,CMS165v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1065,relevantPeriod,,CMS165v7
QDM::PhysicalExamPerformed,8462-4,relevantPeriod,,CMS165v7
QDM::PhysicalExamPerformed,8480-6,relevantPeriod,,CMS165v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.353,prevalencePeriod,,CMS165v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1002,prevalencePeriod,,CMS165v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,,CMS165v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.109.12.1029,prevalencePeriod,,CMS165v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,authorDatetime,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1023,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1023,authorDatetime,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1025,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1025,authorDatetime,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428361000124107,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428371000124100,CMS52v7
QDM::InterventionOrder,2.16.840.1.113762.1.4.1108.15,authorDatetime,,CMS52v7
QDM::InterventionPerformed,2.16.840.1.113762.1.4.1108.15,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,authorDatetime,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1022,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1022,authorDatetime,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1024,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1024,authorDatetime,,CMS52v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.120.12.1004,prevalencePeriod,,CMS52v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.121.12.1004,result,,CMS52v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.121.12.1004,relevantPeriod,,CMS52v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1076,authorDatetime,,CMS52v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.121.12.1004,authorDatetime,,CMS52v7
QDM::MedicationOrder,105337,authorDatetime,,CMS52v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1205,authorDatetime,,CMS52v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.121.12.1005,result,,CMS52v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.121.12.1005,relevantPeriod,,CMS52v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.121.12.1005,authorDatetime,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,authorDatetime,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1023,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1023,authorDatetime,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1025,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1025,authorDatetime,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428361000124107,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428371000124100,CMS52v7
QDM::InterventionOrder,2.16.840.1.113762.1.4.1108.15,authorDatetime,,CMS52v7
QDM::InterventionPerformed,2.16.840.1.113762.1.4.1108.15,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,authorDatetime,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1022,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1022,authorDatetime,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1024,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1024,authorDatetime,,CMS52v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.120.12.1004,prevalencePeriod,,CMS52v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.121.12.1004,result,,CMS52v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.121.12.1004,relevantPeriod,,CMS52v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1076,authorDatetime,,CMS52v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.121.12.1004,authorDatetime,,CMS52v7
QDM::MedicationOrder,105337,authorDatetime,,CMS52v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1205,authorDatetime,,CMS52v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.121.12.1005,result,,CMS52v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.121.12.1005,relevantPeriod,,CMS52v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.121.12.1005,authorDatetime,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,authorDatetime,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1023,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1023,authorDatetime,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1025,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1025,authorDatetime,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428361000124107,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428371000124100,CMS52v7
QDM::InterventionOrder,2.16.840.1.113762.1.4.1108.15,authorDatetime,,CMS52v7
QDM::InterventionPerformed,2.16.840.1.113762.1.4.1108.15,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,authorDatetime,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1022,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1022,authorDatetime,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1024,relevantPeriod,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1024,authorDatetime,,CMS52v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.120.12.1004,prevalencePeriod,,CMS52v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.121.12.1004,result,,CMS52v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.121.12.1004,relevantPeriod,,CMS52v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1076,authorDatetime,,CMS52v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.121.12.1004,authorDatetime,,CMS52v7
QDM::MedicationOrder,105337,authorDatetime,,CMS52v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1205,authorDatetime,,CMS52v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.121.12.1005,result,,CMS52v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.121.12.1005,relevantPeriod,,CMS52v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.121.12.1005,authorDatetime,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,,CMS52v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS75v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1023,relevantPeriod,,CMS75v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1025,relevantPeriod,,CMS75v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428361000124107,CMS75v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS75v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428371000124100,CMS75v7
QDM::InterventionOrder,2.16.840.1.113762.1.4.1108.15,authorDatetime,,CMS75v7
QDM::InterventionPerformed,2.16.840.1.113762.1.4.1108.15,relevantPeriod,,CMS75v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1022,relevantPeriod,,CMS75v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1024,relevantPeriod,,CMS75v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.125.12.1004,prevalencePeriod,,CMS75v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.125.12.1003,relevantPeriod,,CMS75v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,,CMS75v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1023,relevantPeriod,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.111.12.1012,prevalencePeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1016,relevantPeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1025,relevantPeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428361000124107,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428371000124100,CMS153v7
QDM::InterventionOrder,2.16.840.1.113762.1.4.1108.15,authorDatetime,,CMS153v7
QDM::InterventionPerformed,2.16.840.1.113762.1.4.1108.15,relevantPeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1022,relevantPeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1024,relevantPeriod,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.120.12.1003,prevalencePeriod,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.111.12.1006,prevalencePeriod,,CMS153v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.110.12.1052,result,,CMS153v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.110.12.1052,relevantPeriod,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.110.12.1049,prevalencePeriod,,CMS153v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.110.12.1052,result,2.16.840.1.113883.3.464.1003.112.12.1003,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.112.12.1001,prevalencePeriod,,CMS153v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1080,authorDatetime,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.112.12.1004,prevalencePeriod,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.112.12.1003,prevalencePeriod,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.112.12.1002,prevalencePeriod,,CMS153v7
QDM::LaboratoryTestOrder,2.16.840.1.113883.3.464.1003.108.12.1017,authorDatetime,,CMS153v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.111.12.1015,relevantPeriod,,CMS153v7
QDM::LaboratoryTestOrder,2.16.840.1.113883.3.464.1003.111.12.1007,authorDatetime,,CMS153v7
QDM::LaboratoryTestOrder,2.16.840.1.113883.3.464.1003.110.12.1051,authorDatetime,,CMS153v7
QDM::MedicationActive,2.16.840.1.113883.3.464.1003.196.12.1080,relevantPeriod,,CMS153v7
QDM::DiagnosticStudyOrder,2.16.840.1.113883.3.464.1003.111.12.1008,authorDatetime,,CMS153v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.111.12.1009,relevantPeriod,,CMS153v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.111.12.1010,relevantPeriod,,CMS153v7
QDM::LaboratoryTestOrder,2.16.840.1.113883.3.464.1003.111.12.1011,authorDatetime,,CMS153v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1143,authorDatetime,,CMS153v7
QDM::DiagnosticStudyOrder,2.16.840.1.113883.3.464.1003.198.12.1034,authorDatetime,,CMS153v7
QDM::AssessmentPerformed,2.16.840.1.113883.3.464.1003.121.12.1040,result,373066001,CMS153v7
QDM::AssessmentPerformed,2.16.840.1.113883.3.464.1003.121.12.1040,authorDatetime,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.112.11.1023,prevalencePeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1023,relevantPeriod,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.111.12.1012,prevalencePeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1016,relevantPeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1025,relevantPeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428361000124107,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428371000124100,CMS153v7
QDM::InterventionOrder,2.16.840.1.113762.1.4.1108.15,authorDatetime,,CMS153v7
QDM::InterventionPerformed,2.16.840.1.113762.1.4.1108.15,relevantPeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1022,relevantPeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1024,relevantPeriod,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.120.12.1003,prevalencePeriod,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.111.12.1006,prevalencePeriod,,CMS153v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.110.12.1052,result,,CMS153v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.110.12.1052,relevantPeriod,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.110.12.1049,prevalencePeriod,,CMS153v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.110.12.1052,result,2.16.840.1.113883.3.464.1003.112.12.1003,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.112.12.1001,prevalencePeriod,,CMS153v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1080,authorDatetime,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.112.12.1004,prevalencePeriod,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.112.12.1003,prevalencePeriod,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.112.12.1002,prevalencePeriod,,CMS153v7
QDM::LaboratoryTestOrder,2.16.840.1.113883.3.464.1003.108.12.1017,authorDatetime,,CMS153v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.111.12.1015,relevantPeriod,,CMS153v7
QDM::LaboratoryTestOrder,2.16.840.1.113883.3.464.1003.111.12.1007,authorDatetime,,CMS153v7
QDM::LaboratoryTestOrder,2.16.840.1.113883.3.464.1003.110.12.1051,authorDatetime,,CMS153v7
QDM::MedicationActive,2.16.840.1.113883.3.464.1003.196.12.1080,relevantPeriod,,CMS153v7
QDM::DiagnosticStudyOrder,2.16.840.1.113883.3.464.1003.111.12.1008,authorDatetime,,CMS153v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.111.12.1009,relevantPeriod,,CMS153v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.464.1003.111.12.1010,relevantPeriod,,CMS153v7
QDM::LaboratoryTestOrder,2.16.840.1.113883.3.464.1003.111.12.1011,authorDatetime,,CMS153v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1143,authorDatetime,,CMS153v7
QDM::DiagnosticStudyOrder,2.16.840.1.113883.3.464.1003.198.12.1034,authorDatetime,,CMS153v7
QDM::AssessmentPerformed,2.16.840.1.113883.3.464.1003.121.12.1040,result,373066001,CMS153v7
QDM::AssessmentPerformed,2.16.840.1.113883.3.464.1003.121.12.1040,authorDatetime,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.112.11.1023,prevalencePeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1023,relevantPeriod,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.111.12.1012,prevalencePeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1016,relevantPeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1025,relevantPeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428361000124107,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428371000124100,CMS153v7
QDM::InterventionOrder,2.16.840.1.113762.1.4.1108.15,authorDatetime,,CMS153v7
QDM::InterventionPerformed,2.16.840.1.113762.1.4.1108.15,relevantPeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1022,relevantPeriod,,CMS153v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1024,relevantPeriod,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.120.12.1003,prevalencePeriod,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.111.12.1006,prevalencePeriod,,CMS153v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.110.12.1052,result,,CMS153v7
QDM::LaboratoryTestPerformed,2.16.840.1.113883.3.464.1003.110.12.1052,relevantPeriod,,CMS153v7
QDM::Diagnosis,2.16.840.1.113883.3.464.1003.110.12.1049,prevalencePeriod,,CMS153v7
