OID,ValueSetName,ExpansionVersion,CodeSystemName,CodeSystemVersion,CodeSystemOID,Purpose
2.16.840.1.113883.3.600.468,Follow-up for depression - adult,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent follow-up plans used to document a plan is in place for the treatment of depression specifically pertaining to the adult population.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category or attribute related to Intervention.),(Inclusion Criteria: Includes only relevant concepts associated with emotional and coping support as well as mental health management in an attempt to follow up on previously evaluated and diagnosed depression or depressive disorder in the adult population.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.600.1537,Followup within 4 weeks,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent capturing the follow-up encounter within four weeks of the initial encounter.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Encounter. Intention to represent follow-up visits within a 4-week period.),(Inclusion Criteria: Includes only relevant concepts associated with capturing the follow up between 1 day to 1 month of the initial finding.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.600.1474,Followup within one year,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent capturing the follow-up encounter within one year of the initial encounter.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Encounter. Intention to represent follow-up visits within a one-year period.),(Inclusion Criteria: Includes only relevant concepts associated with capturing the follow up between 1 day to 12 month of the initial finding.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.113.12.1037,Fracture - Lower Body,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of fracture of a bone in the leg or pelvis.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of fracture of the ankle, ilium, acetabulum, pubis, ischium, epiphysis, femur, patella, leg, tibia, fibula, talus, calcaneus, or metatarsal. This is a grouping of ICD-10-CM and SNOMED CT codes.),(Exclusion Criteria: Excludes codes that identify pathological or nontraumatic fractures.)"
2.16.840.1.113883.3.117.1.7.1.35,Galactosemia,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent diagnoses that represent galactosemia.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis. The intent of this data element is to identify galactosemia. ),(Inclusion Criteria: Includes only relevant concepts associated with ICD-10-CM and SNOMED CT codes that identify galactosemia.),(Exclusion Criteria: Excludes codes that do not meet the inclusion criteria.)"
2.16.840.1.113883.3.464.1003.198.12.1050,Gastric Bypass Surgery,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent codes that can be used to identify patients who have undergone a partial or total removal of the stomach by either a laparoscopic or open method.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Procedure, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with identifying procedures for repair or removal of digestive system organs that includes a partial or total removal of the stomach. This is a grouping of CT and SNOMED CT codes.),(Exclusion Criteria: Excludes endoscopic excision of tissue of stomach, excision/laparoscopic wedge resection of lesion of stomach and incisional biopsy of stomach.)"
2.16.840.1.113883.3.117.1.7.1.255,General Surgery,eCQM Update 2018-09-17,ICD10PCS,2019,2.16.840.1.113883.6.4,"(Clinical Focus: This value set grouping contains concepts that represent a general surgery procedure. These surgical procedures are thoracic and abdominal procedures, except for cardiac procedures.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Procedure. The intent of this data element is to identify patients who have general surgery procedures.),(Inclusion Criteria: Includes only relevant concepts associated with representing general surgery. These surgical procedures are thoracic and abdominal procedures, except for cardiac procedures.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.666.5.1743,General or Neuraxial Anesthesia,eCQM Update 2018-09-17,ICD10PCS,2019,2.16.840.1.113883.6.4,"(Clinical Focus: This value set grouping contains concepts that represent a surgical procedure where a general and/or neuraxial anesthesia is used.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Procedure. The intent of this data element is to identify patients who have a surgical procedure where general and/or neuraxial anesthesia is used.),(Inclusion Criteria: Includes only relevant concepts associated with representing general and/or neuraxial anesthesia. Codes used are to be ICD-10-PCS, ICD-9 or SNOMED CT codes only.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.110.12.1049,Genital Herpes,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent genital herpes infections.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis. ),(Inclusion Criteria: Includes only relevant concepts associated with female genital herpes infections. This is a grouping of ICD-10-CM and SNOMED CT codes.),(Exclusion Criteria: Excludes codes that indicate male genital herpes infections.)"
2.16.840.1.113883.3.526.3.1423,Glaucoma,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of glaucoma.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of glaucoma.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.526.3.1461,"Glaucoma Associated with Congenital Anomalies, Dystrophies, and Systemic Syndromes",eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of glaucoma that is associated with congenital anomalies, dystrophies, and systemic syndromes.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of glaucoma that may be due to congenital anomalies, dystrophies, or other systemic syndromes, including trauma, or a secondary diagnosis.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.464.1003.109.12.1018,Glomerulonephritis and Nephrotic Syndrome,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of glomerulonephritis and nephrotic syndrome.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis. ),(Inclusion Criteria: Includes only relevant concepts associated with identifying patients who are diagnosed with glomerulonephritis and nephrotic syndrome.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.196.12.1266,Glucocorticoids (oral only),eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent glucocorticoid medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Active.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; prescribable; cortisone, dexamethasone, hydrocortisone, prednisone, methyprednisone, triamcinolone, betamethasone, dexamethasone, fludrocortisone and triamcinolone. Includes only relevant concepts associated with only glucocorticoids taken orally, i.e., through an tablet, capsule, or oral solution.),(Exclusion Criteria: Excludes branded drugs; components or ingredients only; non-prescribable; glucorticoids in combination with other drugs. Excludes all glucocorticoids taken non-orally, i.e., as a nasal inhalant or injectable solution.)"
2.16.840.1.113883.3.464.1003.196.12.1368,Glyburide,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent glyburide medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; glyburide only.),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; glyburide in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1360,Glyburide / Metformin,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent glyburide / metformin combination medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; glyburide / metformin (combination medication).),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; glyburide / metformin in combination with other medications.)"
2.16.840.1.113762.1.4.1045.41,Glycoprotein IIb/IIIa Inhibitors,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent codes that identify glycoprotein Iib/IIIa inhibitors.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Medication. The intent of this data element is to identify patients who are on a glycoprotein Iib/IIIa inhibitor. ),(Inclusion Criteria: Includes only relevant concepts associated with a glycoprotein Iib/IIIa inhibitor. These are RxNorm codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.112.12.1001,Gonococcal Infections and Venereal Diseases,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent gonococcal infections and other venereal diseases.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis. ),(Inclusion Criteria: Includes only relevant concepts associated with female gonococcal infections and other venereal disease. This is a grouping of ICD-10-CM, ICD-9-CM and SNOMED CT codes.),(Exclusion Criteria: Excludes codes that indicate male gonococcal infections or male venereal disease.)"
2.16.840.1.113883.3.117.1.7.1.256,Graduated compression stockings (GCS),eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent graduated compression stocking devices that are used to prevent VTEs in patients.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Device. The intent of this data element is to identify patients who have a graduated compression stocking device applied. It may also be used to identify patients who did not have a graduated compression stocking device applied for VTE prophylaxis for an allowable reason when used with a negation rationale attribute. ),(Inclusion Criteria: Includes only relevant concepts associated with graduated compression stockings.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.198.12.1012,Group A Streptococcus Test,eCQM Update 2018-09-17,LOINC,2.64,2.16.840.1.113883.6.1,"(Clinical Focus: This value set contains concepts that represent laboratory tests for group A streptococcus.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Laboratory Test.),(Inclusion Criteria: Includes only relevant concepts associated with laboratory tests used to identify the presence of group A streptococcus in the throat.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.1187,Group Psychotherapy,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent visits during which group psychotherapy is performed.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Encounter.),(Inclusion Criteria: Includes only relevant concepts associated with group psychotherapy.),(Exclusion Criteria: Excludes family psychotherapy or individual psychotherapy.)"
2.16.840.1.113883.3.464.1003.196.12.1341,Guanfacine,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent guanfacine medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; guanfacine only.),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; guanfacine in combination with other medications.)"
2.16.840.1.113883.3.117.1.7.1.257,Gynecological Surgery,eCQM Update 2018-09-17,ICD10PCS,2019,2.16.840.1.113883.6.4,"(Clinical Focus: This value set grouping contains concepts that represent procedures of gynecologic surgery.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Procedure. The intent of this data element is to identify patients who have a gynecologic surgery procedure.),(Inclusion Criteria: Includes only relevant concepts associated with representing gynecologic surgery procedures.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.67.1.101.1.279,HBsAg,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: Under development),(Data Element Scope: Under development),(Inclusion Criteria: Under development),(Exclusion Criteria: Under development)"
2.16.840.1.113883.3.464.1003.120.12.1003,HIV,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent human immunodeficiency virus (HIV) disease.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with HIV and acquired immunodeficiency syndrome. This is a grouping of ICD-10-CM, ICD-9-CM and SNOMED CT codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.120.12.1004,HIV 1,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of human immunodeficiency virus (HIV), type 1; HIV; or acquired immunodeficiency syndrome (AIDS).),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis. ),(Inclusion Criteria: Includes only relevant concepts associated with that identify patients with a diagnosis of HIV, type; HIV; or AIDS. This is a grouping of ICD-9-CM, ICD-10-CM and SNOMED CT codes.),(Exclusion Criteria: Excludes codes for HIV, type 2.)"
2.16.840.1.113883.3.464.1003.110.12.1059,HPV Test,eCQM Update 2018-09-17,LOINC,2.56,2.16.840.1.113883.6.1,"(Clinical Focus: This value set contains concepts that represent identify high-risk human papilloma virus (HPV) tests. ),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Laboratory Test, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with high-risk HPV tests performed on cervical samples. This is a grouping of LOINC codes.),(Exclusion Criteria: Excludes high-risk HPV tests conducted on non-cervical samples. Excludes codes that indicate that this test was ordered only, and not necessarily performed.)"
2.16.840.1.113883.3.464.1003.196.12.1217,Haemophilus Influenzae Type B (HiB) Vaccine,eCQM Update 2018-09-17,CVX,2018-07,2.16.840.1.113883.12.292,"(Clinical Focus: This value set contains concepts that represent Haemophilus influenzae type B (Hib) vaccine codes.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Immunization, Administered.),(Inclusion Criteria: Includes only relevant concepts associated with all Haemophilus influenzae type b (Hib) vaccine codes. This is a grouping of CVX codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.110.12.1043,Haemophilus Influenzae Type B (HiB) Vaccine Administered,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent procedure codes for Haemophilus influenzae type B (Hib) vaccine administration.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Procedure, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with all Haemophilus influenzae type b (Hib) vaccine administration codes. This is a grouping of CPT and SNOMED CT codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.198.12.1013,HbA1c Laboratory Test,eCQM Update 2018-09-17,LOINC,2.64,2.16.840.1.113883.6.1,"(Clinical Focus: This value set contains concepts that represent hemoglobin A1c laboratory tests.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Laboratory Test.),(Inclusion Criteria: Includes only relevant concepts associated with identifying hemoglobin A1c laboratory tests.),(Exclusion Criteria: Excludes codes that identify hemoglobin A1c laboratory tests that use the International Federation of Clinical Chemistry and Laboratory Medicine (IFCC)   protocol and Japanese Diabetes Society (JDS)/Japanese Society of Clinical Chemistry (JSCC) protocol. )"
2.16.840.1.113883.3.526.3.1020,Health & Behavioral Assessment - Individual,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent visits for health and behavior intervention for an individual patient.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Encounter.),(Inclusion Criteria: Includes only relevant concepts associated with encounter codes specific to intervention for health and/or behavioral factors, which involve an individual patient.),(Exclusion Criteria: Excludes encounters for group settings.)"
2.16.840.1.113883.3.526.3.1245,Health and Behavioral Assessment - Initial,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent initial visits for health and behavior assessments for an individual patient.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Encounter.),(Inclusion Criteria: Includes only relevant concepts associated with encounter codes specific to the initial assessment of health and/or behaviors, which involve an individual patient.),(Exclusion Criteria: Excludes encounters for group settings.)"
2.16.840.1.113883.3.526.3.1529,"Health and Behavioral Assessment, Reassessment",eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent initial visits for health and behavior reassessments for an individual patient.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Encounter.),(Inclusion Criteria: Includes only relevant concepts associated with encounter codes specific to subsequent assessment or reassessment of health and/or behaviors, which involve an individual patient.),(Exclusion Criteria: Excludes encounters for group settings.)"
2.16.840.1.113883.3.526.3.376,Heart Failure,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of heart failure.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of heart failure.),(Exclusion Criteria: Excludes chronic and acute right-sided heart failure, right heart failure, right ventricular failure, cardiac insufficiency due to prosthesis and following cardiac surgery, or pulmonale.)"
2.16.840.1.113883.3.464.1003.121.12.1014,Height,eCQM Update 2018-09-17,LOINC,2.64,2.16.840.1.113883.6.1,"(Clinical Focus: This value set contains concepts that represent a patient's height has been measured or observed.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Physical Exam, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with identifying if a patient's height has been measured or observed. This is a grouping of LOINC codes.),(Exclusion Criteria: Excludes codes that are expressed as a percentile, stated by a patient, post-partum or estimated.)"
2.16.840.1.113883.3.526.3.1083,Hemodialysis,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent the administration of hemodialysis.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Procedure.),(Inclusion Criteria: Includes only relevant concepts associated with the administration of hemodialysis.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.117.1.7.1.212,Hemorrhagic Stroke,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set grouping contains concepts that represent patients who have had a hemorrhagic stroke, or stroke caused by hemorrhage.),(Data Element Scope: This value set may use the Quality Data Model (QDM) attribute related to Principal Diagnosis. The intent of this data element is to identify patients who have a diagnosis of hemorrhagic stroke, or stroke caused by a hemorrhage. ),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of hemorrhagic stroke, or stroke caused by hemorrhage. This is a grouping of ICD-10-CM and SNOMED CT codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.110.12.1024,Hepatitis A,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent hepatitis A infections.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to related to Diagnosis. ),(Inclusion Criteria: Includes only relevant concepts associated with hepatitis A infections. This is a grouping of ICD-10-CM and SNOMED CT codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.196.12.1215,Hepatitis A Vaccine,eCQM Update 2018-09-17,CVX,2018-07,2.16.840.1.113883.12.292,"(Clinical Focus: This value set contains concepts that represent hepatitis A vaccines.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to related to Immunization, Administered.),(Inclusion Criteria: Includes only relevant concepts associated with all relevant hepatitis A vaccine codes. This is a grouping of CVX codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.110.12.1041,Hepatitis A Vaccine Administered,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent procedure codes for hepatitis A vaccine administration.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Procedure, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with hepatitis A vaccine administration codes. This is a grouping of CPT and SNOMED CT codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.110.12.1025,Hepatitis B,eCQM Update 2018-09-17,ICD10CM,2016,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent hepatitis B infections.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis. ),(Inclusion Criteria: Includes only relevant concepts associated with hepatitis B infections. This is a grouping of ICD-10-CM and SNOMED CT codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.67.1.101.1.269,Hepatitis B,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent acute or chronic hepatitis B infection.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Diagnosis, Active. The intent of this data element is identify patients with acute or chronic hepatitis B infection. ),(Inclusion Criteria: Includes only relevant concepts associated with identifying patients with acute or chronic hepatitis B infection.),(Exclusion Criteria: Excludes patients with evidence of current or past acute or chronic hepatitis B infection.)"
2.16.840.1.113883.3.464.1003.196.12.1216,Hepatitis B Vaccine,eCQM Update 2018-09-17,CVX,2018-07,2.16.840.1.113883.12.292,"(Clinical Focus: This value set contains concepts that represent hepatitis B vaccines.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Immunization, Administered.),(Inclusion Criteria: Includes only relevant concepts associated with all relevant hepatitis B vaccine codes. This is a grouping of CVX codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.110.12.1042,Hepatitis B Vaccine Administered,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent procedures for hepatitis B vaccine administration.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to related to Procedure, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with all relevant hepatitis B vaccine administration codes. This is a grouping of CPT and SNOMED CT codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.1462,Hereditary Choroidal Dystrophies,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of hereditary choroidal dystrophies.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of hereditary choroidal dystrophies, including choroideremia and atrophy.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.526.3.1424,Hereditary Corneal Dystrophies,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of hereditary corneal dystrophies.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of hereditary corneal dystrophies, including congenital, epithelial/juvenile, granular, lattice or macular corneal dystrophies.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.526.3.1463,Hereditary Retinal Dystrophies,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of hereditary retinal dystrophies.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of hereditary retinal or vitreoretinal dystrophies, including Usher syndrome.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.526.3.1425,High Hyperopia,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of high hyperopia.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of high hyperopia or hypermetropia.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.464.1003.196.12.1253,High Risk Medications for the Elderly,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent high risk medications at any dose and for any duration for the elderly.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human only; prescribable; medications considered high risk for the elderly.),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable medications.)"
2.16.840.1.113762.1.4.1047.97,High intensity statin therapy,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent high intensity statin medications as defined by the 2013 American College of Cardiology (ACC) and the American Heart Association (AHA) guideline.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Medication.),(Inclusion Criteria: Includes only relevant concepts associated with high intensity statin therapy medications.),(Exclusion Criteria: Excludes any other intensity of statin therapy.)"
2.16.840.1.113883.3.464.1003.196.12.1254,High-Risk Medications With Days Supply Criteria,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent high risk medications at any dose with greater than a 90-day supply for the elderly.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human only; prescribable; high risk drugs at any dose with greater than a 90-day supply for the elderly.),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable medications.)"
2.16.840.1.113883.3.464.1003.118.12.1210,Hip Dysfunction and Osteoarthritis Outcome Score for Joint Replacement [HOOSJR],eCQM Update 2018-09-17,LOINC,2.64,2.16.840.1.113883.6.1,"(Clinical Focus: This value set contains concepts that represent the Hip Dysfunction and Osteoarthritis Outcome Score for Joint Replacement (HOOS Jr.) total interval score.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Assessment, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with identifying the Hip Dysfunction and Osteoarthritis Outcome Score for Joint Replacement (HOOS Jr.) total interval score. This is a grouping of a LOINC code.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.117.1.7.1.258,Hip Fracture Surgery,eCQM Update 2018-09-17,ICD10PCS,2019,2.16.840.1.113883.6.4,"(Clinical Focus: This value set grouping contains concepts that represent procedures of hip fracture surgery.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Procedure. The intent of this data element is to identify patients who have a hip fracture surgery procedure. ),(Inclusion Criteria: Includes only relevant concepts associated with representing hip fracture surgery.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.117.1.7.1.259,Hip Replacement Surgery,eCQM Update 2018-09-17,ICD10PCS,2019,2.16.840.1.113883.6.4,"(Clinical Focus: This value set grouping contains concepts that represent total hip replacement procedures.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Procedure. The intent of this data element is to identify patients who have a total hip replacement procedure.),(Inclusion Criteria: Includes only relevant concepts associated with representing the surgical procedure of a total hip replacement.),(Exclusion Criteria: No exclusions.)"
